work_year,job_title,job_category,,salary_in_usd,employee_residence,Experience_level,employment_type,remote_ratio,company_location,Company size
2023,Data DevOps Engineer,Data Engineering,,95012,Germany,MI,FT,50,Germany,L
2023,Data Architect,Data Architecture and Modeling,,186000,United States,SE,FT,0,United State,M
2023,Data Architect,Data Architecture and Modeling,,81800,United States,SE,FT,0,United State,M
2023,Data Scientist,Data Science and Research,,212000,United States,SE,FT,0,United State,M
2023,Data Scientist,Data Science and Research,,93300,United States,SE,FT,0,United State,M
2023,Data Scientist,Data Science and Research,,130000,United States,SE,FT,0,United State,M
2023,Data Scientist,Data Science and Research,,100000,United States,SE,FT,0,United State,M
2023,Machine Learning Researcher,Machine Learning and AI,,224400,United State,MI,FT,0,United State,M
2023,Machine Learning Researcher,Machine Learning and AI,,138700,United State,MI,FT,0,United State,M
2023,Data Engineer,Data Engineering,,210000,United States,EX,FT,0,United State,M
2023,Data Engineer,Data Engineering,,,United States,EX,FT,0,United State,M
2023,ML Engineer,Machine Learning and AI,,224400,United States,SE,FT,0,United State,M
2023,ML Engineer,Machine Learning and AI,,138700,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,43064,UK ,MI,FT,0,United Kingdom,M
2023,Data Scientist,Data Science and Research,,36912,UK ,MI,FT,0,United Kingdom,M
2023,Data Analyst,Data Analysis,,95000,United States,EN,FT,0,United States,M
2023,Data Analyst,Data Analysis,,75000,United States,EN,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,300000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,234000,United States,SE,FT,0,United States,M
2023,Analytics Engineer,Leadership and Management,,140000,United States,MI,FT,0,United States,M
2023,Analytics Engineer,Leadership and Management,,120000,United States,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,204500,United States,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,142200,United States,MI,FT,0,United States,M
2023,Data Analyst,Data Analysis,,155000,United States,MI,FT,0,United States,M
2023,Data Analyst,Data Analysis,,110000,United State,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,266500,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,152000,United States,SE,FT,0,United States,M
2023,Applied Scientist,Data Science and Research,,222200,United State,MI,FT,0,United States,L
2023,Applied Scientist,Data Science and Research,,136000,United State,MI,FT,0,United States,L
2023,ML Engineer,Machine Learning and AI,,273400,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,182200,United States,SE,FT,0,United States,M
2023,BI Developer,BI and Visualization,,167500,United States,SE,FT,0,United States,M
2023,BI Developer,BI and Visualization,,106500,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,185900,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,129300,United States,SE,FT,0,United States,M
2023,Business Intelligence Engineer,BI and Visualization,,185000,United State,MI,FT,0,United States,L
2023,Business Intelligence Engineer,BI and Visualization,,79600,United State,MI,FT,0,United States,L
2023,Data Engineer,Data Engineering,,122000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,94500,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,247300,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,139700,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,176000,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,100000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,204500,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,142200,United States,SE,FT,0,United States,M
2023,Research Scientist,Data Science and Research,,247600,United States,SE,FT,0,United States,L
2023,Research Scientist,Data Science and Research,,127300,United States,SE,FT,0,United States,L
2023,Data Scientist,Data Science and Research,,223400,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,186200,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,167500,United States,SE,FT,0,US,M
2023,Data Engineer,Data Engineering,,106500,United States,SE,FT,0,US,M
2023,Data Scientist,Data Science and Research,,185900,United States,SE,FT,0,US,M
2023,Data Scientist,Data Science and Research,,129300,United States,SE,FT,0,US,M
2023,Research Analyst,Data Science and Research,,72000,United States,EN,FT,0,US,M
2023,Research Analyst,Data Science and Research,,64000,United States,EN,FT,0,US,M
2023,Analytics Engineer,Leadership and Management,,179820,United States,SE,FT,0,US,M
2023,Analytics Engineer,Leadership and Management,,143860,United States,SE,FT,0,US,M
2023,Research Scientist,Data Science and Research,,283050,United States,SE,FT,0,US,M
2023,Research Scientist,Data Science and Research,,188700,United States,SE,FT,0,US,M
2023,Data Engineer,Data Engineering,,133000,United State,MI,FT,0,US,M
2023,Data Engineer,Data Engineering,,58400,United State,MI,FT,0,US,M
2023,Research Engineer,Data Science and Research,,141298,United States,SE,FT,0,US,M
2023,Research Engineer,Data Science and Research,,115607,United States,SE,FT,0,US,M
2023,Data Analyst,Data Analysis,,100000,United States,EN,FT,0,US,M
2023,ML Engineer,Machine Learning and AI,,266500,Canada,SE,FT,0,Canada,M
2023,ML Engineer,Machine Learning and AI,,144400,Canada,SE,FT,0,Canada,M
2023,Data Engineer,Data Engineering,,71363,United Kingdom,SE,FT,0,UK,M
2023,Data Engineer,Data Engineering,,55368,United Kingdom,SE,FT,0,UK,M
2023,Research Scientist,Data Science and Research,,287500,United States,SE,FT,0,United States,M
2023,Research Scientist,Data Science and Research,,156000,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,90000,United State,MI,FT,0,United States,M
2023,Data Analyst,Data Analysis,,70000,United State,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,199000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,162000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,170884,United State,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,113923,United State,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,184000,United State,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,123000,United State,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,235750,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,174250,United States,SE,FT,0,United States,M
2023,Research Scientist,Data Science and Research,,165000,United State,MI,FT,0,United States,M
2023,Research Scientist,Data Science and Research,,118800,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,225000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,150000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,213900,United States,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,116800,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,220000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,150000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,150000,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,100000,United States,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,247500,United States,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,172200,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,155000,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,120000,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,226700,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,133300,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,184000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,123000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,117000,United States,SE,FT,0,United States,M
2023,Data Science Engineer,Data Science and Research,,160000,United States,SE,FT,0,United States,M
2023,Data Science Engineer,Data Science and Research,,140000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,166000,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,73000,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,130000,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,104000,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,143000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,116000,United States,SE,FT,0,United States,M
2023,Research Scientist,Data Science and Research,,220000,United States,MI,FT,0,United States,M
2023,Research Scientist,Data Science and Research,,180000,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,215000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,200000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,253000,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,131000,United States,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,220000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,176000,United States,SE,FT,0,United States,M
2023,Data Quality Analyst,Data Quality and Operations,,49216,United Kingdom,EN,FT,0,United Kingdom,M
2023,Data Quality Analyst,Data Quality and Operations,,36912,United Kingdom,EN,FT,0,United Kingdom,M
2023,Data Scientist,Data Science and Research,,210000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,147000,United States,SE,FT,0,United States,M
2023,Data Product Manager,Leadership and Management,,186000,United States,MI,FT,0,United States,M
2023,Data Product Manager,Leadership and Management,,161000,United States,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,205000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,220000,Canada,MI,FT,0,Canada,M
2023,Data Engineer,Data Engineering,,190000,Canada,MI,FT,0,Canada,M
2023,Data Analyst,Data Analysis,,,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,110000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,172000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,146000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,148000,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,99000,United States,MI,FT,0,United States,M
2023,Data Analyst,Data Analysis,,105000,United States,EN,FT,0,United States,M
2023,Data Engineer,Data Engineering,,99000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,52500,United States,SE,FT,0,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,,180514,United States,SE,FT,0,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,,108308,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,210000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,147000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,290300,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,196685,United States,SE,FT,0,United States,M
2023,AI Engineer,Machine Learning and AI,,220000,United States,SE,FT,0,United States,M
2023,AI Engineer,Machine Learning and AI,,176000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,175000,United States,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,130000,United States,MI,FT,0,United States,M
2023,Data Architect,Data Architecture and Modeling,,185000,United States,SE,FT,0,United States,M
2023,Data Architect,Data Architecture and Modeling,,150000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,145000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,115000,United States,SE,FT,0,United States,M
2023,MLOps Engineer,Machine Learning and AI,,133000,United States,EN,FT,0,United States,M
2023,MLOps Engineer,Machine Learning and AI,,58300,United States,EN,FT,0,United States,M
2023,Analytics Engineer,Leadership and Management,,115000,United States,SE,FT,0,United States,M
2023,Analytics Engineer,Leadership and Management,,95000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,110244,United Kingdom,MI,FT,0,United Kingdom,M
2023,Data Engineer,Data Engineering,,39372,United Kingdom,MI,FT,0,United Kingdom,M
2023,Data Scientist,Data Science and Research,,43187,Spain,EN,,0,Spain,M
2023,Data Scientist,Data Science and Research,,31310,Spain,EN,FT,0,Spain,M
2023,Data Analyst,Data Analysis,,92280,United Kingdom,EN,FT,0,United Kingdom,M
2023,Data Analyst,Data Analysis,,67672,United Kingdom,EN,FT,0,United Kingdom,M
2023,Data Scientist,Data Science and Research,,75577,Ireland,SE,FT,50,Ireland,L
2023,Deep Learning Engineer,Machine Learning and AI,,303387,Canada,SE,FT,0,Canada,M
2023,Deep Learning Engineer,Machine Learning and AI,,100017,Canada,SE,FT,0,Canada,M
2023,Data Engineer,Data Engineering,,230300,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,140000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,124935,South Africa,SE,FT,0,South-Africa,M
2023,Data Engineer,Data Engineering,,76050,South Africa,SE,FT,0,South Africa,M
2023,Data Scientist,Data Science and Research,,224800,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,131100,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,258000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,171000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,196000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,121000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,195800,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,171500,United States,SE,FT,0,United States,M
2023,Data Modeller,Data Architecture and Modeling,,166000,United States,MI,FT,0,United States,M
2023,Data Modeller,Data Architecture and Modeling,,73100,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,220000,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,160000,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,85000,United States,EN,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,65000,United States,EN,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,220000,United States,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,100000,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,185000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,152000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,48585,Spain,SE,FT,0,Spain,M
2023,Data Scientist,Data Science and Research,,38868,Spain,SE,FT,0,Spain,M
2023,Research Engineer,Data Science and Research,,220000,United States,MI,FT,0,United States,M
2023,Research Engineer,Data Science and Research,,100000,United States,MI,FT,0,United States,M
2023,Data Analyst,Data Analysis,,110000,Poland,SE,FT,0,Poland,M
2023,Data Analyst,Data Analysis,,80000,Poland,SE,FT,0,Poland,M
2023,Data Analyst,Data Analysis,,36912,United Kingdom,SE,FT,0,United Kingdom,S
2023,Data Scientist,Data Science and Research,,150200,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,71000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,167200,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,133000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,58400,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,135000,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,110000,United States,MI,FT,0,United States,M
2023,Data Product Owner,Leadership and Management,,104584,United Kingdom,MI,FT,0,United Kingdom,M
2023,Data Product Owner,Leadership and Management,,73824,United Kingdom,MI,FT,0,United Kingdom,M
2023,Data Scientist,Data Science and Research,,187415,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,114080,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,166000,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,73100,United States,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,306400,Canada,SE,FT,0,Canada,M
2023,ML Engineer,Machine Learning and AI,,168700,Canada,SE,FT,0,Canada,M
2023,Data Analyst,Data Analysis,,32974,United Kingdom,EN,FT,0,United Kingdom,M
2023,Data Analyst,Data Analysis,,165000,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,140000,United States,SE,FT,0,United States,M
2023,Analytics Engineer,Leadership and Management,,150000,United States,MI,FT,0,United States,M
2023,Data Analyst,Data Analysis,,167000,United States,MI,FT,0,United States,M
2023,Data Analyst,Data Analysis,,121000,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,190200,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,95100,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,133000,United States,EN,FT,0,United States,M
2023,Data Analyst,Data Analysis,,58400,United States,EN,FT,0,United States,M
2023,Data Engineer,Data Engineering,,90000,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,70000,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,73100,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,135000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,100000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,180514,United Kingdom,SE,FT,0,United Kingdom,M
2023,Data Engineer,Data Engineering,,108308,United Kingdom,SE,FT,0,United Kingdom,M
2023,ML Engineer,Machine Learning and AI,,294000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,192000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,266000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,167000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,200000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,150000,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,163800,United States,EN,FT,0,United States,M
2023,Data Analyst,Data Analysis,,88200,United States,EN,FT,0,United States,M
2023,Data Analyst,Data Analysis,,180400,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,138800,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,67672,UK,MI,FT,0,United Kingdom,M
2023,Data Analyst,Data Analysis,,55368,UK,MI,FT,0,United Kingdom,M
2023,ML Engineer,Machine Learning and AI,,319000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,206000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,215000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,142000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,266000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,167000,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,140130,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,84870,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,178300,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,105400,United States,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,215000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,142000,United States,SE,FT,0,United States,M
2023,Research Scientist,Data Science and Research,,240000,United States,SE,FT,0,United States,M
2023,Research Scientist,Data Science and Research,,210000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,150000,United States,MI,FT,0,United States,M
2023,Data Science Consultant,Data Science and Research,,116000,United States,SE,FT,0,United States,M
2023,Data Science Consultant,Data Science and Research,,90000,United States,SE,FT,0,United States,M
2023,Data Science Consultant,Data Science and Research,,145000,United States,SE,FT,0,United States,M
2023,Data Science Consultant,Data Science and Research,,128000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,154000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,126000,United States,SE,FT,0,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,,240000,United States,SE,FT,0,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,,157250,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,219650,United States,EX,FT,0,United States,M
2023,Data Engineer,Data Engineering,,136000,United States,EX,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,180000,United States,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,125000,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,247600,United States,SE,FT,0,United States,L
2023,Data Scientist,Data Science and Research,,127300,United States,SE,FT,0,United States,L
2023,Data Scientist,Data Science and Research,,60000,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,55000,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,250000,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,125000,United States,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,190000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,170000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,202600,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,168800,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,132000,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,111000,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,203000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,127000,United States,SE,FT,0,United States,M
2023,Business Intelligence Analyst,BI and Visualization,,125009,United States,MI,FT,0,United States,M
2023,Business Intelligence Analyst,BI and Visualization,,83339,United States,MI,FT,0,United States,M
2023,Data Analyst,Data Analysis,,112200,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,91800,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,160000,United States,SE,FT,0,United States,M
2023,AI Developer,Machine Learning and AI,,161952,France,SE,FT,50,France,M
2023,Data Engineer,Data Engineering,,160000,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,133000,United States,EN,PT,0,United States,M
2023,Data Scientist,Data Science and Research,,58300,United States,EN,PT,0,United States,M
2023,Data Engineer,Data Engineering,,254000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,159000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,170000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,85000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,130500,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,116000,United States,MI,FT,0,United States,M
2023,Research Analyst,Data Science and Research,,81400,United States,EN,FT,0,United States,M
2023,Research Analyst,Data Science and Research,,43500,United States,EN,FT,0,United States,M
2023,Data Engineer,Data Engineering,,169000,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,92000,United States,MI,FT,0,United States,M
2023,Data Analyst,Data Analysis,,166000,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,73100,United States,SE,FT,0,United States,M
2023,Research Scientist,Data Science and Research,,190000,United States,SE,FT,0,United States,M
2023,Research Scientist,Data Science and Research,,165000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,305600,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,146600,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,150000,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,120000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,275000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,146400,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,208500,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,165000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,258700,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,172500,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,185000,United States,SE,FT,0,United States,M
2023,Business Intelligence Analyst,BI and Visualization,,198200,United States,SE,FT,0,United States,M
2023,Business Intelligence Analyst,BI and Visualization,,110200,United States,SE,FT,0,United States,M
2023,Machine Learning Researcher,Machine Learning and AI,,166000,United States,SE,FT,0,United States,M
2023,Machine Learning Researcher,Machine Learning and AI,,73100,United States,SE,FT,0,United States,M
2023,Machine Learning Researcher,Machine Learning and AI,,212000,United States,SE,FT,0,United States,M
2023,Machine Learning Researcher,Machine Learning and AI,,93300,United States,SE,FT,0,United States,M
2023,AI Engineer,Machine Learning and AI,,212000,United States,SE,FT,0,United States,M
2023,AI Engineer,Machine Learning and AI,,93300,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,166000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,73100,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,167100,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,111400,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,166000,United States,EN,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,73100,United States,EN,FT,0,United States,M
2023,Data Analyst,Data Analysis,,170000,United States,EX,FT,100,United States,M
2023,Data Analyst,Data Analysis,,145000,United States,EX,FT,100,United States,M
2023,Data Architect,Data Architecture and Modeling,,170000,United States,SE,FT,0,United States,M
2023,Data Architect,Data Architecture and Modeling,,135000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,139810,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,95325,United States,SE,FT,0,United States,M
2023,Research Scientist,Data Science and Research,,278700,United States,SE,FT,0,United States,M
2023,Research Scientist,Data Science and Research,,159300,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,226700,Canada,SE,FT,0,Canada,M
2023,ML Engineer,Machine Learning and AI,,151100,Canada,SE,FT,0,Canada,M
2023,Data Scientist,Data Science and Research,,188000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,139000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,160000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,94000,United States,SE,FT,0,United States,M
2023,Data Manager,Leadership and Management,,127000,United States,MI,FT,0,United States,M
2023,Data Manager,Leadership and Management,,65000,United States,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,276000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,174000,United States,SE,FT,0,United States,M
2023,Applied Scientist,Data Science and Research,,260000,United States,SE,FT,0,United States,L
2023,Applied Scientist,Data Science and Research,,136000,United States,SE,FT,0,United States,L
2023,Analytics Engineer,Leadership and Management,,250000,United States,EX,FT,0,United States,M
2023,Analytics Engineer,Leadership and Management,,210000,United States,EX,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,238000,United States,SE,FT,0,United States,M
2023,Data Science Director,Data Science and Research,,212000,United States,EX,FT,100,United States,M
2023,Data Science Director,Data Science and Research,,190000,United States,EX,FT,100,United States,M
2023,Research Engineer,Data Science and Research,,261500,United States,SE,FT,0,United States,L
2023,Research Engineer,Data Science and Research,,134500,United States,SE,FT,0,United States,L
2023,Data Architect,Data Architecture and Modeling,,239000,United States,SE,FT,0,United States,L
2023,Data Architect,Data Architecture and Modeling,,122900,United States,SE,FT,0,United States,L
2023,Data Scientist,Data Science and Research,,158500,Canada,SE,FT,0,Canada,M
2023,Data Scientist,Data Science and Research,,115000,Canada,SE,FT,0,Canada,M
2023,ML Engineer,Machine Learning and AI,,331640,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,267720,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,180000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,90000,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,83000,United States,MI,FT,0,United States,M
